ID;source;affil;lang;type;comment;upvotes;irony_sarcasm;anger;sadness;stupidity;personas;places;disaster;rhetorical_q;personal;collective;agency;freedom;migration;numbers;sources;threat;morality;failure;illegal;fear;trash;lies;youth;god;
TE10_170;telegraph;cons;british;broadsh;"Scholz and the rest of the oh so pious Euroclone politicians are descending to new depths of sheer moronic stupidity. Large parts of German society are voting for the AfD because they see THEIR country being transformed in ways they never imagined and that they never consented to.  What do Scholz and the rest of the Pious School of Fascism think is going to happen to the numbers of those people when they are ?firewalled? and disenfranchised by THEIR democracy? That they are going to evaporate? That they will repent and become good little centrists obedient to masters they never elected?

Well done Scholz. You have just split Germany far more effectively than any Berlin Wall. That is not going to end well. ";69;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
TE5_599;telegraph;cons;british;broadsh;"The trouble with Lord Frost is that he understands the problem but resolutely sticks to his dream that his beloved Conservative party is the solution.  Fourteen years of Tory betrayal and just a few weeks of Labour insanity have shifted the tectonic plates of politics in the UK ? and neither party will win another general election.

Lord Frost's political views align very well with those of Reform, and he would do himself and the country a great service by seeking to stand as a Reform candidate at the first available by election.

When the current Conservative leadership contest has been decided, those Conservatives MPS with proper conservative values should move to Reform as well.

Reform are now the only hope for the UK. ";64;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE1_482;telegraph;cons;british;broadsh;Another EU scam to use other people?s cash to prop up the French defence industry.;63;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
TE3_493;telegraph;cons;british;broadsh;"We CAN vote our way out of this mess BUT  Only if people STOP been lazy and apathetic ..

GET OUT and support , leaflet drop , donate , join the Reform party ..

This guy only won in 2024 at the mayoral election by 200k votes?BUT

? 4.2 million Londoners didn?t vote similar numbers to 2020 and 2016 ??

You can only change by VOTING so vote ..

Reform party ARE the future ?????? ";63;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
TE4_485;telegraph;cons;british;broadsh;"It really does sound like the EU as we know it is falling apart. I thought the reason the UK left the EU was for ""self-determination""? Germany doesn't seem to have any problem with that, neither do most Eastern European countries. The UK is now a dumping ground for the third world!";61;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
TE7_247;telegraph;cons;british;broadsh;Again, at the behest of big business, the EU raises the bar to entry of markets. ;61;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE11_302;telegraph;cons;british;broadsh;Stop the hand wringing and just prevent them from landing on English soil. To hell with European wishes. As we have seen in the last week migration and multiculturalism and diversity represent major troubles and disharmony, however much others feel. i t will not end well.;61;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
TE4_427;telegraph;cons;british;broadsh;?The number of asylum applications in Germany already fell 21.7pc? wow a few strong words by the government and tighter border controls, who would have thought? Honestly like France said, the UK doesnt seem to realise what a carrot it dangles with all our giveaways and lax enforcement of the law!;60;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE10_195;telegraph;cons;british;broadsh;They are definitely a party of the right. Right about what's right for Germany and Europe.;60;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE3_211;telegraph;cons;british;broadsh;"Sadiq Khan should accept that the British people had 30 years of discussions about the negatives of the EU and the benefits of political and economic freedom outside the EU.  Then the British people, as a single nation voted. 2 million more voted to leave than stay.

That's democracy. Its time Sadiq Khan accepted democratic decisions by the public when they are not to his liking.

Khan is no better than Trump supports claiming that Democrats lost the election and that they need a ""national conversation"". Accept democracy and make the best of it. Khan should try to focus on reducing knife crime instead of being divisive. ";59;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
TE9_422;telegraph;cons;british;broadsh;Er because they have nothing to offer the scumbags in terms of benefits. Only the useless UK govt would welcome these unskilled illegal.migrants....and for what reason..?  Mrs Balls.....what's the govt answer ;59;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
TE14_540;telegraph;cons;british;broadsh;I think I read that Italy are deporting illegal immigrants to another country. How's that for karma. Cooper, Lammy, Starmer hang your heads in shame;59;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;
TE14_592;telegraph;cons;british;broadsh;Starmer wants to look within the country not abroad concerning our security. Please tell us again the reason why illegal migrants are allowed to stay and threaten our security?;59;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE4_442;telegraph;cons;british;broadsh;Just being concerned about an alien culture illegally swamping your homeland should not be classed as ?far right?. It?s a legitimate worry that shouldn?t be enough to put you in the same league as genocide supporting, Hitler loving thugs.;58;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
TE6_374;telegraph;cons;british;broadsh;I may be a bit thick but can someone explain to me what the EU has to do with deciding our policy towards illegal immigrants crossing our borders?;57;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
TE7_248;telegraph;cons;british;broadsh;Yes small companies don?t have the capacity for all the governance requirements.   Ultimately it?s just another form of protectionism and imperialism by the EU ;57;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;
TE2_407;telegraph;cons;british;broadsh;Due to tax credits effectively means US taxpayers will be paying Ireland.  Perhaps Ireland should now start contributing to its defence as well. ;56;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE14_402;telegraph;cons;british;broadsh;Yet another example of reality landing on Starmer's head like a bucket of cold sick. Not quite so easy as shouting from the opposition benches, is it?;56;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE14_413;telegraph;cons;british;broadsh;Listen Kneeler: the EU will give you NOTHING unless they get twice as much in return. And by the way, we are all watching you.;56;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE9_288;telegraph;cons;british;broadsh;One day the UK will do the same. But not until more of you vote Reform. Everyone who voted anything other than Reform this summer voted for open borders.;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE1_443;telegraph;cons;british;broadsh;"The Supreme irony was that the EU was once awarded the Nobel Peace Prize for "" maintaining the peace in Europe "", in spite of the money, time and effort the USA put into the enterprise.I kid you not. You couldn't make it up.";54;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE4_515;telegraph;cons;british;broadsh;"Under the current Labour Government the entire population of Afghanistan, Iran , Sudan etc could turn up and not one of them would be deported as we simply don?t deport people to these countries despite the fact that EU countries such as Germany and Sweden do.  The British taxpayer would have to support them all and every failed asylum seeker in the EU from these countries will be heading to the UK if they have any sense.

Of course the entire population of these countries won?t all turn up in the UK, but most of the population of these countries know that they now have the guarantee of a new life in the UK and access to more in benefits in a month here than they could earn in a year back home. All they have to do is get half way across the Channel where a Border Farce water taxi will welcome them. ";54;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE5_530;telegraph;cons;british;broadsh;"""Draghi is an intelligent man."" Doesn't mean a thing! I was at school with a few ""geniuses"" who were very nice blokes in themselves - everyone liked them - including me - they all won ""open scholarships"" to Oxford and Cambridge, etc. BUT none of them could ""boil an egg"" as they say!"" Materially speaking, they were among the worst lifetime achievers of our year at school, which sadly for them, focussed at that time on academia as opposed to the real world. My own son says today (who went to the same school as me! ) that during his time, he received zero advice on money management, career research (which job makes the most money!) daily and yearly budgeting, how to present yourself to future employers, etc, etc, etc. So the current lot of MP's come from this pretty dismal background. All of which simply confirms that we have the least talented house of commons - probably in living memory - because none of the current incumbents have ever had a real job, in real life - and know how Mr Mrs Average Briton really thinks or manages in everyday life! I stand to be corrected!";54;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE6_386;telegraph;cons;british;broadsh;Cut the gravy train !! That will stop them coming over. Don't they see that ???;53;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE10_175;telegraph;cons;british;broadsh;The electorate votes for a party but politicians block that party because they don?t like it  The electorate will get fed up of this pretty soon ;53;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE11_273;telegraph;cons;british;broadsh;"Where are they seeking asylum from - France??..  Don?t get me wrong, I wouldn?t particularly want to live there either; but it?s hardly worthy of that accolade.

Anybody who arrives across the channel from the safety of our European neighbours is straightforwardly an economic migrant and should be processed as such. ";53;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE2_412;telegraph;cons;british;broadsh;The whole lrish economy based initially on EU subsidies and then on a lower tax regime, stealing legitimate tax revenue from other nations. A whole economy built on sand. Google next?;52;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE7_196;telegraph;cons;british;broadsh;The fact that Tesco had gone early with this says it all. Like much of socialist policy, it raises barriers to entry and means only big business can afford to comply. Europe is going down the pan and Labour are taking us down with it.;52;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE8_964;telegraph;cons;british;broadsh;Unlike real PTSD, this is a psychosis brought about by her own pre-existing deluded attachment. She is therefore suffering from a readjustment to the reality that we don?t always get our own way. This narrow minded delusion is pretty widespread at the moment.;52;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
TE14_493;telegraph;cons;british;broadsh;Starmer will soon find out that just keeling down isn?t enough.;52;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
TE4_483;telegraph;cons;british;broadsh;"From my experience of driving around Europe, the so-called free movement within the Schengen countries has been a myth since the migrant crisis in 2015.  Border checks had been present between most land border crossings, causing long tailbacks of cars and lorries.

This article shows that Germany (and France), will always do what is right for them and their people, whereas the cowards that had been ruling us for the past 30 years, are traitors who do not want to do what is right for us, the plebs, and take cover under the lie that we are breaking EU/International Law, or whatever baloney they care to spout to justify their inaction!

And just to add to our woes, this Sir Two-tier Kier was a human rights lawyer who successfully won court actions to give refugees enhanced benefits!!!! In the meantime, he and that Robber Reeves cut ?200 of winter fuel allowance from native pensioners, whilst the foreigners live in 4-star accommodation with no fear of cold or starvation.

You could not make this up!

One day, one day soon, there will be a revolution! ";51;0;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE7_180;telegraph;cons;british;broadsh;I only need it to say Made in England, as it used to when I was a child.;51;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE9_284;telegraph;cons;british;broadsh;The narrative should no longer be about mass migration, it should also be about mass deportatios.;51;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
TE9_307;telegraph;cons;british;broadsh;"Reducing the pull factor will reduce migration.  All European countries need to learn from Poland and Hungary on this issue.

Undocumented, military age, functionally illiterate, Muslim males should not be treat like VIPs by idiot politicians. ";51;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
TE14_401;telegraph;cons;british;broadsh;"Has anyone else noticed that Starmer seems to have a ""vacant"" look lately. I am being serious. I really do think he simply can't cope with it all. Less than a month in power and he is upsetting a lot of his own countrymen. Not a good thing to do.";51;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE4_430;telegraph;cons;british;broadsh;So the Germans can do it but we cannot? Most of our politicians are scared stiff of reality and they disgust me. Starmer saying that Labour will have to be unpopular is an understatement. Tories are no better.;50;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE5_143;telegraph;cons;british;broadsh;A lot of people, including myself, voted for Brexit in the belief that we would create a dynamic economy, once freed from the shackles of the EU. It might have happened in Thatcher's day but not under the stewardship of the current conservative or labour administrations.;50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
TE3_358;telegraph;cons;british;broadsh;"Politicians of all parties should be pushing like mad to make Britain a success by using the freedoms we gained from Brexit, we should ditch the EU regulations we don?t like (?just because?, the same mantra as the EU uses, sign into law those instruments we need to make Britain a success and sign appropriate trade deals.  We have heard to much ?sympathy? for our neighbour who has none for us.

We left the EU years ago, politicians should be acting for us, today and everyday going forward, not pandering to an already rejected policy of inclusion in the EU. ";49;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
TE4_461;telegraph;cons;british;broadsh;Europe is being invaded by the Third World. Sweden one of the most peaceful countries in the world is now top of the list for gun crime in Europe. London is now 20% White. Insanity!;49;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
TE8_961;telegraph;cons;british;broadsh;Lib Dems and their clown of a leader . You?ve gotta laugh , unless you were a postmaster . We don?t forget Ed;49;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
TE14_571;telegraph;cons;british;broadsh;In my opinion Starmer would be selling out our armed services if he agreed a security pact with the EU. After the way they treated GB at Brexit why should we want to protect them??;49;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
TE14_582;telegraph;cons;british;broadsh;Starmer, naive as well as stupid.;49;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
